t cv_0(t) h(t)
9.100000000000000000e+04 -1.186162959849607068e+00 8.080881675780331175e-02
9.200000000000000000e+04 -7.149290246588934084e-01 8.600370476894336758e-02
9.300000000000000000e+04 -7.840215150089656637e-01 8.118281119935723267e-02
9.400000000000000000e+04 -6.987759514000628780e-01 8.371362723079939228e-02
9.500000000000000000e+04 -2.857755541372423713e-01 9.998474962619804951e-02
9.600000000000000000e+04 -4.012567248858066593e-01 9.849128629940863411e-02
9.700000000000000000e+04 -6.461522906787239284e-01 8.546696464306029195e-02
9.800000000000000000e+04 -9.145656564124293730e-01 7.487439435388215658e-02
9.900000000000000000e+04 -1.310602548613204021e+00 9.120716630187755691e-02
1.000000000000000000e+05 -1.014313839656908467e+00 7.249853968968850149e-02
1.010000000000000000e+05 -8.154060340582791611e-01 7.656330631120450425e-02
1.020000000000000000e+05 -6.535105343268484690e-01 8.277650292666471898e-02
1.030000000000000000e+05 -1.263981802214872996e+00 8.444187735868047273e-02
1.040000000000000000e+05 -1.284122659294065549e+00 8.456744650231121097e-02
1.050000000000000000e+05 -9.468565938864035303e-01 7.133491741056403879e-02
1.060000000000000000e+05 -1.217313221623750330e+00 7.771131332579524209e-02
1.070000000000000000e+05 -8.224748035355099463e-01 7.419480698657646145e-02
1.080000000000000000e+05 -5.495102400805365050e-01 9.131329678633622049e-02
1.090000000000000000e+05 -5.939784918057640084e-01 8.503879597459418349e-02
1.100000000000000000e+05 -5.843777991100999047e-01 8.406415206787171135e-02
1.110000000000000000e+05 -4.721293682930126634e-01 9.261048412014111220e-02
1.120000000000000000e+05 -8.924825364537611883e-01 7.063938478438648583e-02
1.130000000000000000e+05 -1.024854225539810537e+00 6.994523792223548975e-02
1.140000000000000000e+05 -8.800259090137547702e-01 6.941186952795490306e-02
1.150000000000000000e+05 -1.073494424719768636e+00 7.084986085111937004e-02
1.160000000000000000e+05 -9.892659931513991811e-01 6.657442147379095954e-02
1.170000000000000000e+05 -1.170291697760826199e+00 7.367987573533980872e-02
1.180000000000000000e+05 -7.528012388950785505e-01 7.437787491118148797e-02
1.190000000000000000e+05 -1.313244014933327986e+00 8.466324664858065896e-02
1.200000000000000000e+05 -1.125277240329281447e+00 7.052502738661391157e-02
1.210000000000000000e+05 -1.082450709282327672e+00 6.753722153487137780e-02
1.220000000000000000e+05 -7.372074727897136581e-01 7.353913625493395390e-02
1.230000000000000000e+05 -2.853149780788845624e-01 9.634235923615261377e-02
1.240000000000000000e+05 -4.824067482273888263e-01 8.958875921966691358e-02
1.250000000000000000e+05 3.809785239068377294e-01 9.501280087887883918e-02
1.260000000000000000e+05 4.467709325915486529e-02 9.998460056586871980e-02
1.270000000000000000e+05 -7.090637859141323274e-01 7.311126017748656447e-02
1.280000000000000000e+05 -1.354866953000179786e+00 8.838857699919620836e-02
1.290000000000000000e+05 -8.567832750827103494e-01 6.742867033452552838e-02
1.300000000000000000e+05 -9.967813746347778947e-01 6.415482295684389602e-02
1.310000000000000000e+05 -1.013769864059302916e+00 6.325265029190516031e-02
1.320000000000000000e+05 -8.055952539241845178e-01 6.778739234869239627e-02
1.330000000000000000e+05 -1.141651724809266799e+00 6.828000043026775934e-02
1.340000000000000000e+05 -1.301400937244875600e+00 7.941961720671292246e-02
1.350000000000000000e+05 -6.176580478858237910e-01 7.689203904648460319e-02
1.360000000000000000e+05 -4.522490050104027715e-01 8.905811304478999935e-02
1.370000000000000000e+05 -4.867130297686988460e-01 8.489884286253440715e-02
1.380000000000000000e+05 -7.080994717811041061e-01 7.012181914235032787e-02
1.390000000000000000e+05 -7.332639290853670833e-01 6.800519168712201856e-02
1.400000000000000000e+05 -1.227108629018840436e+00 7.116982863111283308e-02
1.410000000000000000e+05 -1.178539063901622441e+00 6.750928908716621879e-02
1.420000000000000000e+05 -9.928585273220202900e-01 6.169437442065052457e-02
1.430000000000000000e+05 -1.110301168054643295e+00 6.380127300222014630e-02
1.440000000000000000e+05 -5.396978247685890739e-01 7.961660738654335878e-02
1.450000000000000000e+05 -1.341728408568128472e+00 8.225923740071228174e-02
1.460000000000000000e+05 -8.658969995826526489e-01 6.385921386336439187e-02
1.470000000000000000e+05 -8.110302878129833637e-01 6.410335983888572342e-02
1.480000000000000000e+05 -3.162004541531551749e-01 9.246497084989656334e-02
1.490000000000000000e+05 -3.240087639201698066e-01 8.999745080603915870e-02
1.500000000000000000e+05 -8.969282369650012354e-01 6.150535150501584836e-02
1.510000000000000000e+05 -1.172472507573928402e+00 6.504595393213495613e-02
1.520000000000000000e+05 -7.465504449845893342e-01 6.501917147304155098e-02
1.530000000000000000e+05 -1.102722124278663340e+00 6.166108245901107815e-02
1.540000000000000000e+05 -5.295645273741335091e-01 7.847523059642828869e-02
1.550000000000000000e+05 -3.896821980521307793e-01 8.577663536918456177e-02
1.560000000000000000e+05 -7.788672816342816496e-01 6.265202171825756672e-02
1.570000000000000000e+05 -9.347978608034233083e-01 5.962924224267473344e-02
1.580000000000000000e+05 -1.331285921112620008e+00 7.873926452878612925e-02
1.590000000000000000e+05 -7.152592884953412611e-01 6.450679245778449811e-02
1.600000000000000000e+05 -6.972073176775479553e-01 6.451947167778120107e-02
1.610000000000000000e+05 2.932895392747058572e-01 9.558449031502425086e-02
1.620000000000000000e+05 8.743309385069806261e-01 6.831553524709185754e-02
1.630000000000000000e+05 1.291325409176379724e+00 8.711514226794832283e-02
1.640000000000000000e+05 1.249090002755045337e+00 8.119700939433036058e-02
1.650000000000000000e+05 1.008030908104833756e+00 6.891842328067439294e-02
1.660000000000000000e+05 9.291395476876055382e-01 6.573947900142283751e-02
1.670000000000000000e+05 9.529093455824911851e-01 6.483937797338222564e-02
1.680000000000000000e+05 7.950544608638038246e-01 7.052429499105473953e-02
1.690000000000000000e+05 6.181832711948794801e-01 8.170237412948015698e-02
1.700000000000000000e+05 9.011753447609139878e-01 6.358122446824668317e-02
1.710000000000000000e+05 1.027305562248526316e+00 6.691102554046529649e-02
1.720000000000000000e+05 1.354793507567664479e+00 9.022597858610470478e-02
1.730000000000000000e+05 1.236954684009457406e+00 7.773099981400624636e-02
1.740000000000000000e+05 1.124981302193586163e+00 7.092095734475281632e-02
1.750000000000000000e+05 1.048499960249396290e+00 6.632094810518601724e-02
1.760000000000000000e+05 1.355362773078361949e+00 8.753770451159370580e-02
1.770000000000000000e+05 1.053579814086121447e+00 6.544589677771849023e-02
1.780000000000000000e+05 1.111064788750655508e+00 6.732562623757958054e-02
1.790000000000000000e+05 9.063910821583351929e-01 6.158470600490777852e-02
1.800000000000000000e+05 6.198826088528547329e-01 7.989343558217765207e-02
1.810000000000000000e+05 8.293438034352036414e-01 6.526165846356286881e-02
1.820000000000000000e+05 6.015887393396668337e-01 7.894580630611774952e-02
1.830000000000000000e+05 6.439038739509839182e-01 7.585551913493469856e-02
1.840000000000000000e+05 -2.073307848074280590e-01 9.478720919799187017e-02
1.850000000000000000e+05 -4.429103346702312760e-01 8.127471283985560069e-02
1.860000000000000000e+05 -7.070119095787438801e-02 9.832448532907361871e-02
1.870000000000000000e+05 2.120615372650680730e-01 9.658686532392889157e-02
1.880000000000000000e+05 5.085272306933660280e-01 8.343621226577607741e-02
1.890000000000000000e+05 3.806155103233511139e-01 9.050043337886708172e-02
1.900000000000000000e+05 8.218999196488290249e-01 6.459615152033229557e-02
1.910000000000000000e+05 1.804196016677153402e-01 9.517224911526017683e-02
1.920000000000000000e+05 -2.391468497523364656e-01 8.977119767506364090e-02
1.930000000000000000e+05 -8.508067008815500820e-02 9.540661202034411703e-02
1.940000000000000000e+05 2.238470019912163766e-01 9.140067471614425620e-02
1.950000000000000000e+05 7.387725801969464712e-01 6.997421084415508807e-02
1.960000000000000000e+05 1.199694988187387290e+00 7.155583430736413286e-02
1.970000000000000000e+05 1.307194092737786084e+00 8.000634390917141237e-02
1.980000000000000000e+05 1.088983900092235224e+00 6.448746173572228457e-02
1.990000000000000000e+05 1.307374295173252543e+00 7.832582167418213059e-02
2.000000000000000000e+05 9.906626077486568871e-01 5.983819654049193221e-02
2.010000000000000000e+05 1.222665537416795845e+00 7.001133783272700528e-02
2.020000000000000000e+05 4.266864833743144736e-01 8.668012517725970367e-02
2.030000000000000000e+05 1.266824291911541334e-01 9.333981478224090411e-02
2.040000000000000000e+05 7.263398757386655413e-01 6.948637306673781378e-02
2.050000000000000000e+05 5.038993527789575877e-01 8.025334527396442430e-02
2.060000000000000000e+05 1.023603804530022421e+00 5.998740261988503436e-02
2.070000000000000000e+05 1.157048697055164332e+00 6.502796014167787353e-02
2.080000000000000000e+05 1.367396138720753829e+00 8.364336801274951938e-02
2.090000000000000000e+05 1.093320790705159196e+00 6.133919783505344114e-02
2.100000000000000000e+05 1.296592065689350148e+00 7.334436834305416153e-02
2.110000000000000000e+05 1.168624441456199703e+00 6.342284443104179159e-02
2.120000000000000000e+05 1.316635927111813986e+00 7.378170810863632356e-02
2.130000000000000000e+05 1.127073675050738633e+00 6.061233246557361926e-02
2.140000000000000000e+05 5.956051518563605374e-01 7.368197893710669300e-02
2.150000000000000000e+05 9.283618490772354015e-01 5.757976398263785905e-02
2.160000000000000000e+05 1.225673432964857756e+00 6.460238340595883533e-02
2.170000000000000000e+05 4.948189037888148789e-01 7.850514142627175451e-02
2.180000000000000000e+05 6.666611703136616773e-01 7.011110545493513813e-02
2.190000000000000000e+05 6.547236515586711825e-01 6.912048939956554061e-02
2.200000000000000000e+05 4.161161828167652676e-01 8.294495328831960612e-02
2.210000000000000000e+05 -1.846194384831501278e-01 9.042161680607113672e-02
2.220000000000000000e+05 4.448277254374589096e-01 7.916895303573719123e-02
2.230000000000000000e+05 -3.853614959605522472e-02 9.296598213879735118e-02
2.240000000000000000e+05 -5.228738279119827803e-01 7.566054710796556171e-02
2.250000000000000000e+05 6.301701505430777617e-02 9.207257956385039854e-02
2.260000000000000000e+05 3.774462711702180617e-01 8.232384788624558247e-02
2.270000000000000000e+05 1.658954668625006457e-01 8.849269850517350877e-02
2.280000000000000000e+05 3.432914622075122213e-01 8.260378298380456619e-02
2.290000000000000000e+05 6.254329504216548097e-01 6.847060086287579117e-02
2.300000000000000000e+05 1.249050399898652852e+00 6.514152965912921311e-02
2.310000000000000000e+05 7.781790868705462660e-01 6.363913510927096673e-02
2.320000000000000000e+05 5.800486885990279173e-01 6.874032039783649350e-02
2.330000000000000000e+05 5.917064381716208299e-01 6.702951258908144971e-02
2.340000000000000000e+05 6.445948522724278540e-01 6.477753948827084940e-02
2.350000000000000000e+05 5.018394242037566011e-01 7.100984855238889892e-02
2.360000000000000000e+05 9.384896794177850776e-02 8.824662118381371156e-02
2.370000000000000000e+05 -2.824859651385993042e-01 8.421593961996200195e-02
2.380000000000000000e+05 -5.723774111177458712e-01 7.185626632379310541e-02
2.390000000000000000e+05 -6.802699359014346969e-01 6.390928162996183104e-02
2.400000000000000000e+05 -1.330026555166689661e+00 7.693936016736163674e-02
2.410000000000000000e+05 -1.115732039677307608e+00 6.092657437243364366e-02
2.420000000000000000e+05 -1.042354031988314222e+00 5.826039670455904901e-02
2.430000000000000000e+05 -9.616289074536962245e-01 5.773713742214223871e-02
2.440000000000000000e+05 -1.229927858997134305e+00 6.519655893998375917e-02
2.450000000000000000e+05 -1.173731066495459663e+00 6.103829001995602493e-02
2.460000000000000000e+05 -1.047223355323907645e+00 5.662007665635407361e-02
2.470000000000000000e+05 -5.639985929939689280e-01 7.052230104831401503e-02
2.480000000000000000e+05 -1.097479005900714011e+00 5.695242161383973212e-02
2.490000000000000000e+05 -1.259137653451601890e+00 6.558543651291891263e-02
2.500000000000000000e+05 -1.360338681128834937e+00 7.905937541529756141e-02
2.510000000000000000e+05 -1.146495675069655551e+00 5.751077908362681179e-02
2.520000000000000000e+05 -1.022867643335089172e+00 5.477902523363777088e-02
2.530000000000000000e+05 -9.752985933196236523e-01 5.503430602146102552e-02
2.540000000000000000e+05 -8.470338594493178608e-01 5.846201061983340858e-02
2.550000000000000000e+05 -8.421584680715378246e-01 5.765524356184901361e-02
2.560000000000000000e+05 -9.731308354874642630e-01 5.385788879679146574e-02
2.570000000000000000e+05 -9.763563560569431532e-01 5.302774767988608501e-02
2.580000000000000000e+05 -3.676752983309392597e-01 8.116446447320567470e-02
2.590000000000000000e+05 -4.730233210005383993e-01 7.448541708257501448e-02
2.600000000000000000e+05 -7.558873001120925972e-01 5.881435371529455947e-02
2.610000000000000000e+05 -3.701752868653593320e-01 7.871334635559988635e-02
2.620000000000000000e+05 -1.237934481477352341e-02 8.877340496340740961e-02
2.630000000000000000e+05 6.611416154036547921e-02 8.572296759769432173e-02
2.640000000000000000e+05 2.895457221991916685e-01 8.328348451263666019e-02
2.650000000000000000e+05 -2.220742342129660152e-01 8.413834076636891868e-02
2.660000000000000000e+05 -9.418208005573532882e-01 5.323014765568979956e-02
2.670000000000000000e+05 -4.968544402189967735e-01 7.118815505686502954e-02
2.680000000000000000e+05 -9.262526054483062321e-01 5.300824649128611787e-02
2.690000000000000000e+05 -4.503682504065286141e-01 7.238207709275544521e-02
2.700000000000000000e+05 2.972886490384638591e-01 8.119163830257469794e-02
2.710000000000000000e+05 5.301105878490667278e-01 6.762616877337333798e-02
2.720000000000000000e+05 -5.553841867594796478e-01 6.715244450240263896e-02
2.730000000000000000e+05 -7.314038362785663105e-01 5.866388625979900712e-02
2.740000000000000000e+05 -7.115585567854256777e-01 5.865636469668938230e-02
2.750000000000000000e+05 -1.048645899198449527e+00 5.187522172087954270e-02
2.760000000000000000e+05 -1.215052387529650835e+00 5.987909969496885143e-02
2.770000000000000000e+05 -1.281136114168886397e+00 6.496809162720774966e-02
2.780000000000000000e+05 -1.413293878644678703e+00 8.679139070571954828e-02
2.790000000000000000e+05 -1.250268059742098758e+00 6.061883084543793349e-02
2.800000000000000000e+05 -8.248113742297833451e-01 5.483853165484353642e-02
2.810000000000000000e+05 -6.690854557315514262e-01 6.006346715631630945e-02
2.820000000000000000e+05 -1.307003513556856733e+00 6.574631978125246301e-02
2.830000000000000000e+05 -1.347564796000061405e+00 7.108664935218834968e-02
2.840000000000000000e+05 -1.308715453467835355e+00 6.378198415305091906e-02
2.850000000000000000e+05 -3.097663111759271781e-01 7.774148193110796967e-02
2.860000000000000000e+05 -3.920296568832624673e-01 7.337957386084037470e-02
2.870000000000000000e+05 -6.525216940893273365e-02 8.686164266883095175e-02
2.880000000000000000e+05 -2.022161555184727177e-01 8.239514748887875883e-02
2.890000000000000000e+05 -8.866346368632193053e-01 5.278366909553607045e-02
2.900000000000000000e+05 -9.238517262310589340e-01 5.108073819827685380e-02
2.910000000000000000e+05 -7.025169283974366241e-01 5.704632616377737497e-02
2.920000000000000000e+05 3.456441937472808923e-01 7.756017046306915019e-02
2.930000000000000000e+05 -1.854603043685737473e-02 8.386395820841102688e-02
2.940000000000000000e+05 -9.300513025625650743e-02 8.350165703989297084e-02
2.950000000000000000e+05 -1.066167709823263365e+00 5.136350107569315204e-02
2.960000000000000000e+05 -1.229984032858614018e+00 5.653156831099579588e-02
2.970000000000000000e+05 -1.203019745698094667e+00 5.475507977203689786e-02
2.980000000000000000e+05 -1.172524616510857598e+00 5.325772832967837211e-02
2.990000000000000000e+05 -5.672240252674717320e-01 6.456739081001895697e-02
3.000000000000000000e+05 8.821374908460305475e-01 5.776029577031112361e-02
3.010000000000000000e+05 1.325341535810188986e+00 7.198088435563385068e-02
3.020000000000000000e+05 1.077042610411618195e+00 5.796230541199148129e-02
3.030000000000000000e+05 1.293687346743620514e+00 6.683845638505975240e-02
3.040000000000000000e+05 1.372267066254931001e+00 7.742886076984704935e-02
3.050000000000000000e+05 9.311678961398652810e-01 5.562991269134662936e-02
3.060000000000000000e+05 7.654163196383420020e-01 6.216886092074964953e-02
3.070000000000000000e+05 7.854577304223910872e-01 6.032361383692524254e-02
3.080000000000000000e+05 9.675316219131339102e-01 5.468757350331378275e-02
3.090000000000000000e+05 9.151734886983012851e-01 5.406927507136865402e-02
3.100000000000000000e+05 7.874875094171341905e-01 5.898066300850394322e-02
3.110000000000000000e+05 7.452381988922321954e-01 6.005804300416709568e-02
3.120000000000000000e+05 7.396499949930043227e-01 5.934417856930295637e-02
3.130000000000000000e+05 1.148923458084843086e+00 5.827135671998017602e-02
3.140000000000000000e+05 1.040628513945345279e+00 5.503118677004500969e-02
3.150000000000000000e+05 1.126738131914105212e+00 5.640944378262350428e-02
3.160000000000000000e+05 8.938650940739107931e-01 5.305924543226545748e-02
3.170000000000000000e+05 1.167391902576063067e+00 5.692028757012192186e-02
3.180000000000000000e+05 1.119059765070672841e+00 5.468076185954758028e-02
3.190000000000000000e+05 8.813349929574564312e-01 5.263084449007770366e-02
3.200000000000000000e+05 3.864101818233969809e-01 7.445955844644619459e-02
3.210000000000000000e+05 1.099765039283629564e+00 5.357594578556898468e-02
3.220000000000000000e+05 1.227892525985129879e+00 5.860612787972037385e-02
3.230000000000000000e+05 1.317768928564782005e+00 6.639577122980036550e-02
3.240000000000000000e+05 1.458588784471129607e+00 9.149562509684194822e-02
3.250000000000000000e+05 8.094169884312394370e-01 5.476049274990683197e-02
3.260000000000000000e+05 3.411469097447347165e-01 7.491155478850540506e-02
3.270000000000000000e+05 8.828000925711314562e-01 5.135978431974624198e-02
3.280000000000000000e+05 9.744786119064446916e-01 5.093241782437252230e-02
3.290000000000000000e+05 8.153674739159744167e-01 5.309960625009374491e-02
3.300000000000000000e+05 5.794484443861247502e-01 6.332747485659154241e-02
3.310000000000000000e+05 1.466004495107089134e-01 8.260307957962659264e-02
3.320000000000000000e+05 4.027063836934065000e-01 7.125951562892306190e-02
3.330000000000000000e+05 6.989427524440373629e-01 5.880702349074598545e-02
3.340000000000000000e+05 6.688082715712940773e-01 5.896950751509902333e-02
3.350000000000000000e+05 1.041610374722977017e+00 5.162655438097259186e-02
3.360000000000000000e+05 1.045586978375244058e+00 5.099345870957573690e-02
3.370000000000000000e+05 6.211659890988600052e-01 5.953788941254324618e-02
3.380000000000000000e+05 1.324482663507928537e+00 6.578372840157402368e-02
3.390000000000000000e+05 1.482601799341280113e+00 9.233471885663804835e-02
3.400000000000000000e+05 1.269620495656790471e+00 5.916463329307657809e-02
3.410000000000000000e+05 1.022979434104512197e+00 4.995110469729446140e-02
3.420000000000000000e+05 1.127111659054234938e+00 5.148133467220168680e-02
3.430000000000000000e+05 1.182631433535814125e+00 5.303407220983084175e-02
3.440000000000000000e+05 1.142914989338352783e+00 5.068890460203374915e-02
3.450000000000000000e+05 6.678421650677779375e-01 5.732788497082206419e-02
3.460000000000000000e+05 7.627569407709149374e-01 5.374225590636944050e-02
3.470000000000000000e+05 6.632360972542115096e-01 5.621268101929471211e-02
3.480000000000000000e+05 2.336534115596904937e-01 7.898334886811649025e-02
3.490000000000000000e+05 2.794470000547003008e-01 7.500366687522141973e-02
3.500000000000000000e+05 -2.342587025213819507e-01 7.798705461150608198e-02
3.510000000000000000e+05 -1.265722637406370144e+00 5.673065099683090307e-02
3.520000000000000000e+05 -1.177898624545721029e+00 5.219864815080760279e-02
3.530000000000000000e+05 -8.776204981010572448e-01 5.156735210648580314e-02
3.540000000000000000e+05 -7.606159457784035238e-01 5.373336174451685127e-02
3.550000000000000000e+05 -3.413712451648650559e-01 7.299542484546574228e-02
3.560000000000000000e+05 -1.851434103120038477e-01 7.907946615925608158e-02
3.570000000000000000e+05 6.050892155103647363e-02 8.064200901599215265e-02
3.580000000000000000e+05 -2.607253128743746914e-02 7.945564661532497630e-02
3.590000000000000000e+05 1.710035664046150594e-01 7.806681743062902912e-02
3.600000000000000000e+05 4.786363829338402542e-01 6.694850427255728820e-02
3.610000000000000000e+05 7.993460778956164026e-01 5.147756401487318251e-02
3.620000000000000000e+05 7.208497071934663047e-01 5.339215174366029881e-02
3.630000000000000000e+05 6.106155021784959169e-01 5.687869504000837850e-02
3.640000000000000000e+05 7.989133735955074034e-01 5.030968707130775708e-02
3.650000000000000000e+05 7.412199259570066978e-01 5.127693388540530139e-02
3.660000000000000000e+05 4.047479170626017697e-01 6.843644937463393141e-02
3.670000000000000000e+05 4.339448711147256832e-01 6.645203808879464324e-02
3.680000000000000000e+05 -9.147148699274315620e-02 7.896121467586385279e-02
3.690000000000000000e+05 -1.993367361064304899e-01 7.578745618935103789e-02
3.700000000000000000e+05 -7.650621323137880569e-01 5.286416940768817740e-02
3.710000000000000000e+05 -6.844715077720813223e-01 5.590320112521988266e-02
3.720000000000000000e+05 -9.217203348068478963e-01 4.950612941325771565e-02
3.730000000000000000e+05 -5.399780794293022046e-01 6.419819566088322271e-02
3.740000000000000000e+05 -1.106109381521202417e+00 5.056092704809794780e-02
3.750000000000000000e+05 -8.145757975533677309e-01 5.079227356044060948e-02
3.760000000000000000e+05 -4.366902368141744040e-01 6.822126968055029772e-02
3.770000000000000000e+05 3.469195749792827188e-01 6.841109655388601107e-02
3.780000000000000000e+05 -1.739904969691027370e-01 7.538178767921062395e-02
3.790000000000000000e+05 -4.648736358694960935e-01 6.558141119800736663e-02
3.800000000000000000e+05 -8.076240870884419110e-01 5.021270013037912316e-02
3.810000000000000000e+05 -1.197441224543547733e+00 5.150148207144990276e-02
3.820000000000000000e+05 -3.682014134962082741e-01 6.915131761121755261e-02
3.830000000000000000e+05 -4.837092588767215595e-01 6.320870840429582138e-02
3.840000000000000000e+05 -1.044938875593116823e+00 4.851188138629047852e-02
3.850000000000000000e+05 -1.363126979789287763e+00 7.056177165521812511e-02
3.860000000000000000e+05 -1.428735121160798593e+00 8.411620404982506072e-02
3.870000000000000000e+05 -1.455443619217720919e+00 8.750190186182774110e-02
3.880000000000000000e+05 -1.403700416171934418e+00 7.544618517320951512e-02
3.890000000000000000e+05 -1.054752108826923607e+00 4.807503164625057113e-02
3.900000000000000000e+05 -1.398566752605096442e+00 7.293678249028134886e-02
3.910000000000000000e+05 -8.405306330018673666e-01 4.914181876361840146e-02
3.920000000000000000e+05 -9.411238402530425207e-01 4.734223357547804462e-02
3.930000000000000000e+05 -9.311868858271722393e-01 4.689653673410982410e-02
3.940000000000000000e+05 -9.959560499436354020e-01 4.599105657901761401e-02
3.950000000000000000e+05 -6.363344187516770667e-01 5.777214342472667546e-02
3.960000000000000000e+05 -6.497429368955298656e-01 5.600434049714371476e-02
3.970000000000000000e+05 -2.447014995245728464e-01 7.097091583828769867e-02
3.980000000000000000e+05 8.015668508359924394e-02 7.721339108334920875e-02
3.990000000000000000e+05 2.227317171492658732e-01 7.428632381467469015e-02
4.000000000000000000e+05 1.046849962320579142e+00 4.878818544277019331e-02
4.010000000000000000e+05 1.052596131796301515e+00 4.819001983592935412e-02
4.020000000000000000e+05 1.332730102686215723e+00 6.452981626253771752e-02
4.030000000000000000e+05 1.154091382649597985e+00 4.978954084378511835e-02
4.040000000000000000e+05 9.263166725217343300e-01 4.771111911623332480e-02
4.050000000000000000e+05 1.347868947762951297e+00 6.574972397025892479e-02
4.060000000000000000e+05 7.613348314771970493e-01 4.992692849906191915e-02
4.070000000000000000e+05 5.893264644159166288e-01 5.684654798427742073e-02
4.080000000000000000e+05 1.171667045428331777e+00 4.990253912545768861e-02
4.090000000000000000e+05 8.233278401178844019e-01 4.796769996851368845e-02
4.100000000000000000e+05 1.150004649582905936e+00 4.830002510245377800e-02
4.110000000000000000e+05 1.332456994057876765e+00 6.210077757727253123e-02
4.120000000000000000e+05 9.968488804780452073e-01 4.681438899135326182e-02
4.130000000000000000e+05 1.083766621523488238e+00 4.623220996035536101e-02
4.140000000000000000e+05 1.072994901464132234e+00 4.564131862243154397e-02
4.150000000000000000e+05 1.107914272335028372e+00 4.541856907314573144e-02
4.160000000000000000e+05 1.077503448065055602e+00 4.460705703291148461e-02
4.170000000000000000e+05 7.884064686893901275e-01 4.798256903681473451e-02
4.180000000000000000e+05 3.217555715505582281e-01 6.795525305951174988e-02
4.190000000000000000e+05 -1.431472088193610007e-02 7.547245888822562421e-02
4.200000000000000000e+05 5.175796815685578256e-01 6.094944098637022217e-02
4.210000000000000000e+05 4.887004481645346732e-01 6.160027273248119134e-02
4.220000000000000000e+05 2.885501220385939813e-01 6.852196536914854919e-02
4.230000000000000000e+05 1.265589614950978492e-01 7.445245714772334711e-02
4.240000000000000000e+05 -6.463100242876916868e-01 5.541655694840130070e-02
4.250000000000000000e+05 -3.997981298252921700e-01 6.586572963457426599e-02
4.260000000000000000e+05 -1.054967729489411532e+00 4.663561486938069822e-02
4.270000000000000000e+05 -1.093905211503827912e+00 4.733070631577140919e-02
4.280000000000000000e+05 -1.107905733977271545e+00 4.719763819085407569e-02
4.290000000000000000e+05 -1.126842730903327539e+00 4.721581434482227668e-02
4.300000000000000000e+05 -1.405753717082658172e+00 7.296332030436340765e-02
4.310000000000000000e+05 -6.347235471503462900e-01 5.536667243781992487e-02
4.320000000000000000e+05 -8.488557240016342265e-01 4.752802390879041355e-02
4.330000000000000000e+05 -5.820360181203377836e-01 5.759270115745893787e-02
4.340000000000000000e+05 4.646221928824195713e-02 7.344729282318300523e-02
4.350000000000000000e+05 5.972680116822647323e-01 5.456019847972626291e-02
4.360000000000000000e+05 8.707880682272723938e-01 4.634524516371998915e-02
4.370000000000000000e+05 1.222038517394212986e+00 5.081020029183225262e-02
4.380000000000000000e+05 9.924157131417837840e-01 4.492242160984954297e-02
4.390000000000000000e+05 1.223857316584082700e+00 5.025919623819218723e-02
4.400000000000000000e+05 9.251229058873516875e-01 4.511898498728161844e-02
4.410000000000000000e+05 -1.666277104395444408e-01 7.296132000332640477e-02
4.420000000000000000e+05 6.306419642512566259e-01 5.240748915841961925e-02
4.430000000000000000e+05 2.172159832045092442e-01 7.072056877780091844e-02
4.440000000000000000e+05 -3.374406777775334487e-01 6.691019700951983395e-02
4.450000000000000000e+05 -6.240243704609393927e-01 5.450629532103723474e-02
4.460000000000000000e+05 -9.274068245186235515e-01 4.533985174003773988e-02
4.470000000000000000e+05 -1.320069395046622018e+00 5.809577947941645809e-02
4.480000000000000000e+05 -1.006145050277264641e+00 4.393960129728102793e-02
4.490000000000000000e+05 -1.428892345127241503e+00 7.574865200122649078e-02
4.500000000000000000e+05 -1.439810439137433562e+00 7.652026765636379957e-02
4.510000000000000000e+05 -6.460781089557200429e-01 5.249153957504851947e-02
4.520000000000000000e+05 -1.262986648119406086e+00 5.201413492490617602e-02
4.530000000000000000e+05 -2.766781020194809537e-01 6.709779624340446447e-02
4.540000000000000000e+05 -5.100849086451400005e-01 5.891071512061029497e-02
4.550000000000000000e+05 -1.127802749449354325e+00 4.627291510925790607e-02
4.560000000000000000e+05 -1.425107021267413732e+00 7.190826743156439327e-02
4.570000000000000000e+05 -1.082693157153727714e+00 4.441030862306993843e-02
4.580000000000000000e+05 -7.516537398680202264e-02 7.309961735059265775e-02
4.590000000000000000e+05 1.458190532007016538e-01 7.120050405930501702e-02
4.600000000000000000e+05 4.275269052907314515e-01 6.239240363751800272e-02
4.610000000000000000e+05 3.657800092350029786e-01 6.280010820347077527e-02
4.620000000000000000e+05 2.949730143165389326e-02 7.090899855895176074e-02
4.630000000000000000e+05 4.886064629672282611e-01 5.901341020441978197e-02
4.640000000000000000e+05 7.587887184276521646e-01 4.766464105292494285e-02
4.650000000000000000e+05 8.017890056305069235e-01 4.590588654059403473e-02
4.660000000000000000e+05 7.872146730763851519e-01 4.569497972376228984e-02
4.670000000000000000e+05 6.814062626727610539e-01 4.929844159455554903e-02
4.680000000000000000e+05 9.398315960306909966e-01 4.420317852173991091e-02
4.690000000000000000e+05 1.083430255662663155e+00 4.338183614544101341e-02
4.700000000000000000e+05 7.941482773364073600e-01 4.466545019867559918e-02
4.710000000000000000e+05 1.141136260484114429e+00 4.426127761059044097e-02
4.720000000000000000e+05 1.122480453068009698e+00 4.309151537086531453e-02
4.730000000000000000e+05 1.031071122692967190e+00 4.254150679614489977e-02
