t cv_0(t) h(t)
1.955000100000000000e+07 3.752024173736572266e-01 3.313379542229059060e-01
1.960000100000000000e+07 3.888714015483856201e-01 3.878560110567224051e-01
1.965000100000000000e+07 3.819485902786254883e-01 3.416095568541582250e-01
1.970000100000000000e+07 3.674011528491973877e-01 3.123190843086936508e-01
1.975000100000000000e+07 3.259392082691192627e-01 4.541441337120028510e-01
1.980000100000000000e+07 3.242413699626922607e-01 4.490592762154168582e-01
1.985000100000000000e+07 3.414457440376281738e-01 3.789711424033356257e-01
1.990000100000000000e+07 3.407276272773742676e-01 3.748242602540330926e-01
1.995000100000000000e+07 3.641746044158935547e-01 3.073723470578260675e-01
2.000000100000000000e+07 3.614957332611083984e-01 3.046587494711291422e-01
2.005000100000000000e+07 3.572469651699066162e-01 3.068997710967232284e-01
2.010000100000000000e+07 3.376885950565338135e-01 3.799909302890059348e-01
2.015000100000000000e+07 3.551441729068756104e-01 3.056404759638492452e-01
2.020000100000000000e+07 3.498123288154602051e-01 3.164139094936528340e-01
2.025000100000000000e+07 3.481895327568054199e-01 3.171321333163461542e-01
2.030000100000000000e+07 3.103749155998229980e-01 5.248604723518476289e-01
2.035000100000000000e+07 3.143122792243957520e-01 4.789826832511041577e-01
